id1,id2,types
48,33,PATENTLITERATURECITATION_HAS_PATENTNUMBER
49,33,PATENTLITERATURECITATION_HAS_PATENTNUMBER
52,28,MENTIONS
52,125,MENTIONS
52,160,MENTIONS
52,161,MENTIONS
52,243,MENTIONS
56,179,HAS_FRAGMENT
58,150,MASYMOS_HAS_MODEL
59,82,MASYMOS_HAS_SEDML
60,48,PATENTCITATIONCOLLECTION_HAS_PATENTLITERATURECITATION
60,49,PATENTCITATIONCOLLECTION_HAS_PATENTLITERATURECITATION
60,188,PATENTCITATIONCOLLECTION_HAS_NONPATENTLITERATURECITATION
62,150,MASYMOS_BELONGS_TO
62,201,MASYMOS_HAS_ANNOTATION
64,8,SYNONYM
64,28,SYNONYM
64,64,SYNONYM
64,144,SYNONYM
64,160,SYNONYM
64,161,SYNONYM
69,69,MASYMOS_isA
70,28,MENTIONS
70,160,MENTIONS
70,243,MENTIONS
71,172,HAS_FRAGMENT
74,75,MAPS
74,77,MAPS
74,79,MAPS
74,80,MAPS
75,37,CODES
75,38,CODES
75,41,CODES
75,77,MAPS
75,79,MAPS
75,80,MAPS
77,38,CODES
77,41,CODES
79,24,CODES
79,38,CODES
79,41,CODES
79,77,REPLACED_BY
79,79,REPLACED_BY
79,80,REPLACED_BY
80,25,CODES
80,38,CODES
80,41,CODES
80,77,REPLACED_BY
80,79,REPLACED_BY
81,0,REFERENCECOLLECTION_HAS_REFERENCE
81,13,REFERENCECOLLECTION_HAS_REFERENCE
82,14,MASYMOS_HAS_OUTPUT
82,15,MASYMOS_HAS_MODELREFERENCE
82,59,MASYMOS_BELONGS_TO
82,101,MASYMOS_HAS_SIMULATION
82,169,MASYMOS_HAS_DATAGENERATOR
82,171,MASYMOS_HAS_TASK
83,118,AUTHORCOLLECTION_HAS_AUTHOR
83,120,AUTHORCOLLECTION_HAS_AUTHOR
83,122,AUTHORCOLLECTION_HAS_AUTHOR
83,123,AUTHORCOLLECTION_HAS_AUTHOR
85,16,PATENT_HAS_PATENTCLAIM
85,22,PATENT_HAS_PATENTTITLE
85,33,PATENT_HAS_PATENTNUMBER
85,56,PATENT_HAS_PATENTDESCRIPTION
85,60,PATENT_HAS_PATENTCITATIONCOLLECTION
85,71,PATENT_HAS_PATENTABSTRACT
85,109,PATENT_HAS_PATENTCLASSIFICATIONCOLLECTION
85,147,PATENT_HAS_LENSID
85,193,INVENTOR
87,33,PATENT_HAS_PATENTNUMBER
87,71,PATENT_HAS_PATENTABSTRACT
87,109,PATENT_HAS_PATENTCLASSIFICATIONCOLLECTION
87,147,PATENT_HAS_LENSID
87,193,APPLICANT
89,150,MASYMOS_BELONGS_TO
89,201,MASYMOS_HAS_ANNOTATION
89,202,MASYMOS_HAS_ANNOTATION
89,236,MASYMOS_CONTAINS_SPECIES
91,0,ABSTRACT_HAS_CITATION
91,5,MENTIONS
91,6,MENTIONS
91,44,ABSTRACT_HAS_CITATION
91,52,HAS_FRAGMENT
92,5,MENTIONS
92,6,MENTIONS
92,52,HAS_FRAGMENT
94,103,CURRENT_FEMALE
96,2,WAS_STOPPED
96,20,COMPLETED_AT
96,21,IS_PHASE
96,31,HAS_STUDY_DESIGN
96,32,HAS_STUDY_DESIGN
96,45,REFERS_TO
96,50,INCLUDES_AGE_RANGE
96,54,HAS_DESCRIPTION
96,55,HAS_DESCRIPTION
96,68,HAS_SAMPLES_RETAINED_IN_BIOREPOSITORY
96,88,IS_CONDUCTED_BY
96,104,REFERS_TO_URL
96,106,HAS_STUDY_ARMS
96,107,HAS_STUDY_ARMS
96,108,HAS_INCLUSION_CRITERIA
96,114,IS_FDA_UNAPPROVED_DEVICE
96,115,USE_REFERENCE_AS
96,116,HAS_KEYWORD
96,126,HAS_PURPOSE
96,133,HAS_IDENTIFICATION
96,134,HAS_IDENTIFICATION
96,136,IS_STUDYING
96,140,INCLUDES_GENDER
96,141,INCLUDES_GENDER
96,148,CONDUCTED_AT
96,149,HAS_EXCLUSION_CRITERIA
96,152,INVESTIGATES_INTERVENTION
96,153,INVESTIGATES_INTERVENTION
96,168,IS_SUPPORTED_BY
96,170,HAS_CONTACT_PERSON
96,176,HAS_STATUS
96,177,HAS_STUDY_POPULATION
96,183,HAS_OBSERVATION_PERIOD
96,203,IS_TYPE
96,207,IS_SPONSORED_BY
96,232,HAS_OTHER_OUTCOME
96,233,HAS_PRIMARY_OUTCOME
96,234,STARTED_AT
99,17,PAPER_HAS_ABSTRACTCOLLECTION
99,81,PAPER_HAS_REFERENCECOLLECTION
99,83,PAPER_HAS_AUTHORCOLLECTION
99,192,PAPER_HAS_PAPERID
99,211,PAPER_HAS_BODYTEXTCOLLECTION
100,17,PAPER_HAS_ABSTRACTCOLLECTION
100,81,PAPER_HAS_REFERENCECOLLECTION
100,83,PAPER_HAS_AUTHORCOLLECTION
100,192,PAPER_HAS_PAPERID
100,211,PAPER_HAS_BODYTEXTCOLLECTION
101,15,MASYMOS_SIMULATES
101,18,MASYMOS_ENTITY_TO_KISAO
101,82,MASYMOS_BELONGS_TO
101,171,MASYMOS_IS_REFERENCED_IN_TASK
102,150,MASYMOS_BELONGS_TO
102,201,MASYMOS_HAS_ANNOTATION
106,31,BELONGS_TO_MODEL
107,31,BELONGS_TO_MODEL
109,51,PATENTCLASSIFICATIONCOLLECTION_HAS_USPATENTCLASSIFICATION
109,61,PATENTCLASSIFICATIONCOLLECTION_HAS_INTERNATIONALPATENTCLASSIFICATION
109,191,PATENTCLASSIFICATIONCOLLECTION_HAS_COOPERATIVEPATENTCLASSIFICATION
110,3,MEASURES
110,164,MEASURES
120,175,AUTHOR_HAS_AFFILIATION
125,125,SYNONYM
127,150,MASYMOS_BELONGS_TO
127,201,MASYMOS_HAS_ANNOTATION
130,135,_RUN
133,182,HAS_TITLE
134,182,HAS_TITLE
135,135,_UPDATED_BY
138,198,SUBSET_OF
138,199,SUBSET_OF
144,28,SYNONYM
144,64,SYNONYM
144,144,SYNONYM
144,160,SYNONYM
144,161,SYNONYM
144,190,SYNONYM
146,147,PATENTFAMILY_HAS_LENSID
148,154,LOCATED_IN
150,19,MASYMOS_HAS_REACTION
150,29,MASYMOS_HAS_PARAMETER
150,58,MASYMOS_BELONGS_TO
150,62,MASYMOS_HAS_EVENT
150,89,MASYMOS_HAS_COMPARTMENT
150,102,MASYMOS_HAS_RULE
150,127,MASYMOS_HAS_FUNCTION
150,201,MASYMOS_HAS_ANNOTATION
150,202,MASYMOS_HAS_ANNOTATION
150,236,MASYMOS_HAS_SPECIES
154,94,LOCATED_IN
154,95,LOCATED_IN
155,0,BODYTEXT_HAS_CITATION
155,44,BODYTEXT_HAS_CITATION
155,180,HAS_FRAGMENT
160,8,SYNONYM
160,28,SYNONYM
160,64,SYNONYM
160,74,CODES
160,125,SYNONYM
160,144,SYNONYM
160,160,SYNONYM
160,161,MAPS
160,190,SYNONYM
160,243,SYNONYM
161,0,MAPS
161,3,EXPRESSED
161,8,MAPS
161,28,SYNONYM
161,46,MEMBER
161,74,CODES
161,75,CODES
161,144,MAPS
161,160,SYNONYM
161,161,MAPS
161,163,MAPS
161,209,MAPS
162,28,MAPS
162,74,CODES
162,144,MAPS
162,160,MAPS
162,161,MAPS
162,209,MAPS
163,0,MAPS
163,8,MAPS
163,28,MAPS
163,46,MEMBER
163,64,MAPS
163,77,CODES
163,79,CODES
163,80,CODES
163,125,MAPS
163,144,MAPS
163,160,MAPS
163,161,MAPS
163,190,MAPS
163,210,MAPS
163,243,MAPS
164,3,PARENT
166,94,PART_OF
166,95,PART_OF
166,112,REPORTED
166,242,REPORTED
167,94,PART_OF
167,95,PART_OF
167,112,REPORTED
167,242,REPORTED
169,82,MASYMOS_BELONGS_TO
169,205,MASYMOS_HAS_VARIABLE
169,206,MASYMOS_HAS_VARIABLE
171,15,MASYMOS_REFERENCES_MODEL
171,82,MASYMOS_BELONGS_TO
171,101,MASYMOS_REFERENCES_SIMULATION
172,28,MENTIONS
172,160,MENTIONS
172,161,MENTIONS
172,243,MENTIONS
173,88,IS_RESPONSIBLE
173,207,IS_RESPONSIBLE
174,202,MASYMOS_BELONGS_TO
175,0,AFFILIATION_HAS_LOCATION
176,2,HAS_REASON
178,28,MENTIONS
178,125,MENTIONS
178,160,MENTIONS
178,161,MENTIONS
178,243,MENTIONS
179,28,MENTIONS
179,125,MENTIONS
179,160,MENTIONS
179,243,MENTIONS
180,28,MENTIONS
180,125,MENTIONS
180,160,MENTIONS
180,161,MENTIONS
180,243,MENTIONS
181,38,MASYMOS_RESOURCE_DESCRIBES_PROTEIN
181,41,MASYMOS_RESOURCE_DESCRIBES_PROTEIN
181,69,MASYMOS_ENTITY_TO_SBO
181,75,MASYMOS_RESOURCE_DESCRIBES_TRANSCRIPT
181,160,MASYMOS_RESOURCE_DESCRIBES_GENESYMBOL
181,161,MASYMOS_RESOURCE_DESCRIBES_GENE
181,163,MASYMOS_RESOURCE_DESCRIBES_GENE
181,187,MASYMOS_ENTITY_TO_CHEBI
181,192,MASYMOS_RESOURCE_DESCRIBES_PAPERID
181,195,MASYMOS_RESOURCE_DESCRIBES_METABOLITE
181,196,MASYMOS_RESOURCE_DESCRIBES_METABOLITE
181,201,MASYMOS_BELONGS_TO
181,202,MASYMOS_BELONGS_TO
181,238,MASYMOS_ENTITY_TO_GO
181,240,MASYMOS_DOID_DESCRIBES_DISEASE
181,241,MASYMOS_DOID_DESCRIBES_DISEASE
185,14,MASYMOS_BELONGS_TO
186,14,MASYMOS_BELONGS_TO
187,187,MASYMOS_isA
190,28,SYNONYM
190,160,SYNONYM
190,161,SYNONYM
201,19,MASYMOS_BELONGS_TO
201,29,MASYMOS_BELONGS_TO
201,62,MASYMOS_BELONGS_TO
201,89,MASYMOS_BELONGS_TO
201,102,MASYMOS_BELONGS_TO
201,127,MASYMOS_BELONGS_TO
201,150,MASYMOS_BELONGS_TO
201,181,MASYMOS_unknownQualifier
201,236,MASYMOS_BELONGS_TO
202,89,MASYMOS_BELONGS_TO
202,150,MASYMOS_BELONGS_TO
202,174,MASYMOS_IS_CREATOR
202,181,MASYMOS_HAS_SBOTERM
205,15,MASYMOS_CALCULATES_MODEL
205,169,MASYMOS_BELONGS_TO
205,236,MASYMOS_OBSERVES
206,15,MASYMOS_CALCULATES_MODEL
206,169,MASYMOS_BELONGS_TO
209,0,REPLACED_BY
209,46,MEMBER
209,77,CODES
209,79,CODES
209,80,CODES
209,163,REPLACED_BY
209,209,REPLACED_BY
209,210,REPLACED_BY
210,0,REPLACED_BY
210,46,MEMBER
210,79,CODES
210,160,SYNONYM
210,161,SYNONYM
210,163,REPLACED_BY
211,155,BODYTEXTCOLLECTION_HAS_BODYTEXT
236,19,MASYMOS_IS_MODIFIER
236,89,MASYMOS_IS_LOCATED_IN
236,150,MASYMOS_BELONGS_TO
236,201,MASYMOS_HAS_ANNOTATION
238,138,IN_SUBSET
238,199,IN_ONTOLOGY
238,235,HAS_SYNONYM
238,238,ONTOREL
240,138,IN_SUBSET
240,198,IN_ONTOLOGY
240,199,IN_ONTOLOGY
240,235,HAS_SYNONYM
240,240,ONTOREL
240,241,IS_A
241,138,IN_SUBSET
241,198,IN_ONTOLOGY
241,199,IN_ONTOLOGY
241,235,HAS_SYNONYM
241,240,IS_A
241,241,ONTOREL
4,3,SUBTYPE_OF
5,3,SUBTYPE_OF
7,6,SUBTYPE_OF
8,6,SUBTYPE_OF
10,9,SUBTYPE_OF
11,10,SUBTYPE_OF
12,11,SUBTYPE_OF
12,11,SUBTYPE_OF
13,10,SUBTYPE_OF
13,9,SUBTYPE_OF
23,22,SUBTYPE_OF
24,22,SUBTYPE_OF
26,25,SUBTYPE_OF
27,25,SUBTYPE_OF
30,29,SUBTYPE_OF
31,29,SUBTYPE_OF
35,34,SUBTYPE_OF
36,35,SUBTYPE_OF
37,35,SUBTYPE_OF
38,34,SUBTYPE_OF
39,38,SUBTYPE_OF
40,39,SUBTYPE_OF
40,39,SUBTYPE_OF
40,38,SUBTYPE_OF
42,41,SUBTYPE_OF
43,42,SUBTYPE_OF
43,42,SUBTYPE_OF
44,41,SUBTYPE_OF
47,46,SUBTYPE_OF
48,46,SUBTYPE_OF
53,52,SUBTYPE_OF
54,52,SUBTYPE_OF
57,56,SUBTYPE_OF
58,56,SUBTYPE_OF
63,62,SUBTYPE_OF
64,62,SUBTYPE_OF
65,64,SUBTYPE_OF
66,64,SUBTYPE_OF
72,71,SUBTYPE_OF
73,72,SUBTYPE_OF
74,72,SUBTYPE_OF
75,71,SUBTYPE_OF
76,75,SUBTYPE_OF
77,75,SUBTYPE_OF
78,77,SUBTYPE_OF
79,77,SUBTYPE_OF
84,83,SUBTYPE_OF
85,83,SUBTYPE_OF
86,85,SUBTYPE_OF
86,85,SUBTYPE_OF
90,89,SUBTYPE_OF
91,89,SUBTYPE_OF
93,92,SUBTYPE_OF
94,92,SUBTYPE_OF
97,96,SUBTYPE_OF
98,97,SUBTYPE_OF
99,97,SUBTYPE_OF
99,96,SUBTYPE_OF
105,104,SUBTYPE_OF
106,104,SUBTYPE_OF
111,110,SUBTYPE_OF
112,110,SUBTYPE_OF
117,116,SUBTYPE_OF
118,116,SUBTYPE_OF
119,118,SUBTYPE_OF
120,118,SUBTYPE_OF
121,120,SUBTYPE_OF
122,120,SUBTYPE_OF
128,127,SUBTYPE_OF
129,128,SUBTYPE_OF
129,128,SUBTYPE_OF
129,127,SUBTYPE_OF
132,131,SUBTYPE_OF
133,131,SUBTYPE_OF
137,136,SUBTYPE_OF
137,136,SUBTYPE_OF
139,138,SUBTYPE_OF
140,138,SUBTYPE_OF
142,141,SUBTYPE_OF
143,142,SUBTYPE_OF
144,142,SUBTYPE_OF
144,141,SUBTYPE_OF
151,150,SUBTYPE_OF
152,150,SUBTYPE_OF
156,155,SUBTYPE_OF
157,156,SUBTYPE_OF
158,157,SUBTYPE_OF
159,158,SUBTYPE_OF
159,158,SUBTYPE_OF
160,157,SUBTYPE_OF
161,156,SUBTYPE_OF
162,155,SUBTYPE_OF
165,164,SUBTYPE_OF
166,164,SUBTYPE_OF
184,183,SUBTYPE_OF
185,183,SUBTYPE_OF
194,193,SUBTYPE_OF
195,193,SUBTYPE_OF
197,196,SUBTYPE_OF
198,196,SUBTYPE_OF
200,199,SUBTYPE_OF
201,199,SUBTYPE_OF
204,203,SUBTYPE_OF
205,203,SUBTYPE_OF
208,207,SUBTYPE_OF
209,207,SUBTYPE_OF
212,211,SUBTYPE_OF
213,212,SUBTYPE_OF
214,213,SUBTYPE_OF
215,214,SUBTYPE_OF
216,214,SUBTYPE_OF
217,216,SUBTYPE_OF
218,216,SUBTYPE_OF
219,213,SUBTYPE_OF
220,219,SUBTYPE_OF
221,219,SUBTYPE_OF
222,221,SUBTYPE_OF
223,221,SUBTYPE_OF
224,212,SUBTYPE_OF
225,224,SUBTYPE_OF
226,224,SUBTYPE_OF
227,211,SUBTYPE_OF
228,227,SUBTYPE_OF
229,227,SUBTYPE_OF
231,230,SUBTYPE_OF
232,230,SUBTYPE_OF
237,236,SUBTYPE_OF
238,236,SUBTYPE_OF
239,238,SUBTYPE_OF
240,238,SUBTYPE_OF
